,star_rating,review_scores,vote_values,export
0,5,0.061621824565799344,1.0,
1,5,0.029082831713568513,1.0,
2,5,-0.13468568897907307,1.0,
3,5,0.019048194970694432,1.0,
4,5,-0.027042032013700812,1.0,
5,5,0.11263583075236783,1.0,
6,5,0.05553835062717427,1.0,
7,3,-0.2868248538396405,1.0,
8,5,0.23415676875737335,1.0,
9,5,0.3208546481426371,1.0,
10,5,0.0920720843816496,1.0,
11,5,0.05522329076319421,1.0,
12,4,-0.05276137044808493,1.0,
13,5,-0.03326950009628904,1.0,
14,5,0.03968774826724264,1.0,
15,5,0.08819728214902023,1.0,
16,4,0.049986682067672206,1.0,
17,5,0.029643117750227432,1.0,
18,5,0.19013959652198276,1.0,
19,1,0.010081863497965138,1.0,
20,5,0.2551919744816029,1.0,
21,5,0.1509138329532762,1.0,
22,3,0.1539229135333815,1.0,
23,5,0.16367005997656126,1.0,
24,1,0.17711470518075823,1.0,
25,5,0.34550302689817114,1.0,
26,1,0.009349808377881796,1.0,
27,5,0.15107877538244274,1.0,
28,1,0.02220579239501408,1.0,
29,1,-0.10547350766038965,1.0,
30,1,-0.11875231159604205,1.0,
31,5,0.3632574578335226,1.0,
32,1,0.11266549994147823,1.0,
33,5,0.04053167662011736,1.0,
34,5,0.2012432963145847,1.0,
35,5,0.2788445691738204,1.0,
36,4,0.0032870641767899222,1.0,
37,5,0.055451877369667724,1.0,
38,5,-0.003210275630248116,1.0,
39,5,0.3192175939019628,1.0,
40,5,0.2483448373975099,1.0,
41,5,0.07102822856427293,1.0,
42,5,0.053209355662810154,1.0,
43,5,0.4221596621296393,1.0,
44,3,0.06630107982124,1.0,
45,3,0.040072138843335825,1.0,
46,4,-0.0008723332649420712,1.0,
47,3,0.4963961620280948,1.0,
48,5,0.008207980417829663,1.0,
49,5,0.06536563356635527,1.0,
50,5,0.6124899639132098,1.3010299956639813,
51,5,0.10542041878434327,1.0,
52,5,0.034029748586311026,1.0,
53,5,-0.126019028153189,1.0,
54,5,0.07140648223344037,1.0,
55,5,0.17699380452435598,1.0,
56,5,-0.024286544769462903,1.0,
57,5,0.07026073397386501,1.0,
58,2,0.17348658261113403,1.0,
59,5,0.01976955522567403,1.0,
60,5,0.07561326846629424,1.0,
61,4,0.10733119507660671,1.0,
62,5,0.012297965669354483,1.0,
63,5,-0.048692286026273734,1.0,
64,5,0.08448094502993131,1.0,
65,2,0.16231759107214794,1.8093859345357186,
66,5,-0.03553311474813592,1.0,
67,5,0.0972518031617069,1.6361616729595498,
68,2,-0.05450372941963044,1.0,
69,4,0.24640223059918265,1.0,
70,5,0.13246114378087404,1.0,
71,5,0.013655444393966931,1.0,
72,5,0.07614328072172949,1.0,
73,5,0.19357195967819152,1.0,
74,2,0.09060967888799842,1.0,
75,5,0.19445743492548706,1.0,
76,5,0.266487669665016,1.0,
77,1,-0.3806204603186969,1.1505149978319906,
78,4,0.17133780405820165,1.0,
79,5,0.5719878728053347,1.0,
80,5,0.10689389481844769,1.0,
81,3,0.2526630274755943,1.0,
82,5,0.11210612736436909,1.0,
83,5,0.15779896277090932,1.0,
84,5,0.06900678782194536,1.0,
85,5,0.23713491966746902,1.0,
86,2,0.04317485066379456,1.0,
87,5,0.1289842137214765,1.1505149978319906,
88,5,0.03717900324175405,1.0,
89,4,0.029643117750227432,1.0,
90,5,0.01232707397078281,1.0,
91,5,0.22312551084224008,1.0,
92,5,0.12812825061385258,1.0,
93,2,-0.02332709529664978,1.0,
94,5,0.1420988316642111,1.6484593753197032,
95,5,0.2165549446615782,1.0,
96,4,-0.030685810703444005,1.0,
97,5,-0.020065837457797997,1.0,
98,3,0.13280102593093313,1.0,
99,3,-0.04833294888069739,1.0,
100,5,0.13966349331800654,1.0,
101,5,0.05601558466863876,1.0,
102,3,0.22815432113367695,1.6484593753197032,
103,5,0.21835215823428422,1.0,
104,5,-0.06923594383110032,1.0,
105,5,-0.07980202046007046,1.0,
106,1,-0.3902505432016934,1.0,
107,5,0.07368473586548197,1.0,
108,4,0.1215177239222549,1.0,
