,star_rating,review_scores,vote_values,export
0,5,0.0694418075670149,1.0,
1,4,0.36118402494750024,1.0,
2,5,0.033904150424903357,1.0,
3,5,0.04397087773348307,1.0,
4,5,0.052446475372542434,1.0,
5,3,0.018747021724875523,1.1505149978319906,
6,5,0.019048194970694432,1.0,
7,5,0.09181170477006972,1.0,
8,5,0.07423268504643232,1.4515449934959719,
9,3,-0.2521289400697153,1.0,
10,4,0.09450857655498845,1.0,
11,2,0.34435503631286846,1.1505149978319906,
12,5,-0.03543946416009369,1.0,
13,5,0.004031857643517878,1.0,
14,4,0.18236912378111825,1.0,
15,5,0.01892070086712394,1.0,
16,5,0.05724687418765528,1.0,
17,5,0.019048194970694432,1.0,
18,1,-0.24467097736986343,1.0,
19,5,0.08717713261438886,1.0,
20,5,0.2355474032663034,1.0,
21,5,0.11188032896625222,1.0,
22,5,0.10295993640870771,1.0,
23,5,0.009463730414524196,1.0,
24,2,0.08101243015152804,1.0,
25,5,0.41986659066691745,1.0,
26,3,0.11320590732102875,1.0,
27,5,0.10619880498359713,1.0,
28,4,0.2511440287728197,1.0,
29,5,0.07984533120488857,1.0,
30,5,0.152367962372145,1.0,
31,5,0.019048194970694432,1.0,
32,5,0.05553835062717427,1.0,
33,5,0.22119360317080794,1.0,
34,5,0.22666752679819657,1.0,
35,3,0.698888313248629,2.5094715502559093,
36,5,0.06545185684311017,1.0,
37,5,0.3596933930141337,1.318080836479775,
38,5,-0.0034399758724434903,1.0,
39,1,-0.002144794522368265,1.0,
40,5,-0.084743826593209,1.0,
41,5,0.3210830364982389,1.0,
42,3,0.09527737189030727,1.0,
43,1,0.020960369311621374,1.0,
44,1,-0.1539573338646365,1.0,
45,5,0.08406927007461329,1.0,
46,3,-0.06558732770288644,1.0,
47,5,0.9450682769154217,1.0,
48,5,0.1619547406528956,1.0,
49,4,0.4270973970804244,1.0,
50,5,0.26771768001611296,1.0,
51,2,0.1132797489408559,1.1505149978319906,
52,5,0.06927425778529539,1.0,
53,3,0.08159826357110811,1.0,
54,2,0.28010147092872284,1.0,
55,4,0.06594123907152794,1.0,
56,5,0.10335340695439355,1.0,
57,5,0.14880508679375737,1.0,
58,3,0.8993190140181926,1.1505149978319906,
59,4,0.11422912382889816,1.0,
60,1,-0.055649619490808266,1.0,
61,4,0.2316180379645032,1.318080836479775,
62,4,-0.2764192759908046,1.1505149978319906,
63,5,0.12259555776801534,1.0,
64,5,0.4497924462557732,1.0,
65,5,0.2044906639234414,1.0,
66,4,0.09527737189030727,1.0,
67,2,0.037227859980416333,1.1505149978319906,
68,3,0.026979997676266354,1.0,
69,4,0.0733812471140749,1.0,
70,5,0.14906875037048328,1.9409315281127975,
71,5,-0.022075681823241933,1.0,
72,5,0.08800796428779556,1.0,
73,3,0.19828910902506358,1.0,
74,5,0.03269737200832168,1.0,
75,5,0.8754590361212844,1.0,
76,3,0.08326584054885844,1.0,
77,5,0.13151557771091937,1.0,
78,5,0.5123583759063202,1.0,
79,4,0.18841310356065133,1.0,
80,5,0.01972326136946112,1.0,
81,4,0.06174719037090215,1.0,
82,5,0.07356670015133249,1.0,
83,5,0.15741916215699847,1.0,
84,3,-0.0056009487535289,1.0,
85,5,0.7040528339521526,1.1505149978319906,
86,1,-0.018845876759818747,1.318080836479775,
87,5,-0.00044906819106582674,1.0,
88,5,0.15272822428846133,1.0,
89,5,0.5734394612783911,1.0,
90,3,0.3001244508933545,1.0,
91,5,0.25145582876120365,1.1505149978319906,
92,5,0.09527737189030727,1.0,
93,1,-0.1825328213235684,1.0,
94,5,0.060725169803045986,1.0,
95,4,0.11966359585882014,1.0,
96,2,-0.07516087046641173,1.0,
97,1,-0.09058001002104188,1.318080836479775,
98,5,0.12085531691550333,1.0,
99,5,-0.04702503169589134,1.0,
100,5,0.2998098990110889,1.0,
101,4,0.09527737189030727,1.0,
102,5,0.060725169803045986,1.0,
103,5,0.07841042799230236,1.0,
104,5,0.0705301508058378,1.0,
105,5,0.2292144733352397,1.0,
106,5,0.38943648099024664,1.0,
107,5,0.05842221834519323,1.0,
108,4,0.06645959823470449,1.0,
109,5,0.09264729417145778,1.0,
110,2,-0.014310923381889218,1.0,
111,4,0.18623653234526927,1.0,
112,5,0.02597334592778955,1.0,
113,3,0.15191629924947225,1.0,
114,5,0.42805652132290417,1.318080836479775,
115,4,0.12863842892197974,1.0,
116,5,0.05519713038700669,1.0,
117,2,0.1504536437935804,1.0,
118,5,0.21317794259511347,1.0,
119,4,1.1793061257419253,1.3010299956639813,
120,5,0.05754505363830065,1.0,
121,5,0.13337943237890837,1.0,
122,3,-0.0024306375579685735,1.0,
123,3,0.3283708335398403,1.0,
124,5,0.02839166794134096,1.0,
125,5,0.31402453811721376,1.0,
126,5,0.14909360250426973,1.0,
127,5,0.039381745666209333,1.0,
128,5,0.04799674283469235,1.0,
129,4,0.45170823507643565,1.0,
130,5,0.08049031966848874,1.318080836479775,
131,5,0.05754505363830065,1.0,
132,4,0.04053167662011736,1.0,
133,1,-0.13753938755178208,1.0,
134,3,0.12983382777081998,1.0,
135,1,0.36974049042154533,1.1505149978319906,
136,5,-0.09718408185729777,1.0,
137,5,0.05819072947596915,1.0,
138,5,0.43091024132808986,1.0,
139,5,0.10212713159851994,1.0,
140,5,0.0376151950289203,1.0,
141,5,0.04771109309853916,1.0,
142,1,-0.06490261418553178,1.0,
143,5,0.1924757381566451,1.0,
144,1,0.006969917700963002,1.1505149978319906,
145,3,0.07028770205848778,1.1505149978319906,
146,5,0.03658225026221906,1.0,
147,3,0.16269833036900216,1.0,
148,4,0.20976785383017527,1.0,
149,5,0.06963413574928934,1.0,
150,5,0.06900678782194536,1.0,
151,5,0.014830766652331295,1.0,
