,review_id,score
0,R1A3ZUBR8TSAKY,0.061621824565799344
1,RLJNYBK4FGBYX,0.029082831713568513
2,R26QCW75C4JDOK,-0.13468568897907307
3,R2E7N0TVLUHUDR,0.019048194970694432
4,R1SO9VMCIGZX3U,-0.027042032013700812
5,R2EUVAGKYPV8Z3,0.11263583075236783
6,R2EC65V4U7R8FZ,0.05553835062717427
7,RG9XY3EKPUCL1,-0.2868248538396405
8,R1QR2VQN2KLU6Z,0.23415676875737335
9,R3PRYHYQE0TLYK,0.3208546481426371
10,R2M4WTN0Z3EJZ5,0.0920720843816496
11,R2WGKHKDDYUBV8,0.05522329076319421
12,R2UQFAFNMGSFKE,-0.05276137044808493
13,R1B3QE6JZ2OKEY,-0.03326950009628904
14,R3CSWENZZI15LL,0.03968774826724264
15,R31OJB468465EI,0.08819728214902023
16,R28PVLOQYIT58Q,0.049986682067672206
17,R15YIDY8YOE6WJ,0.029643117750227432
18,R1DBF6ZC7B0RT,0.19013959652198276
19,rzhlaecz5ztnc,0.010081863497965138
20,r1hmriuqihl269,0.2551919744816029
21,rjzm3tgias5b1,0.1509138329532762
22,rj9oncz8opyh0,0.1539229135333815
23,r1jxcx9y0cbrv6,0.16367005997656126
24,rofmba459oz97,0.17711470518075823
25,r3e0tnt8x8ldm4,0.34550302689817114
26,r2ypf10txmny,0.009349808377881796
27,r2homn4x6tzo5l,0.15107877538244274
28,r2k30en7ecl1gy,0.02220579239501408
29,r19f5y1xkd94pi,-0.10547350766038965
30,r25ybt4x5vp9d1,-0.11875231159604205
31,r3a1fw7ch9jush,0.3632574578335226
32,r3h36saktv9muo,0.11266549994147823
33,ramzbjvw2d2ys,0.04053167662011736
34,r2c7f72wtxwssl,0.2012432963145847
35,r11rj9knv6b2sj,0.2788445691738204
36,r39ajdljjnfw2,0.0032870641767899222
37,rfy5ylrphqijz,0.055451877369667724
38,rxtepf3c4busr,-0.003210275630248116
39,r1thzm5qntbmtj,0.3192175939019628
40,r2e9r5jkyingnr,0.2483448373975099
41,r1bo7s2xllpdnd,0.07102822856427293
42,r2fs20tloqbb7v,0.053209355662810154
43,r9mmx8m6y2l7,0.4221596621296393
44,r1ngoe9ffhg1wa,0.06630107982124
45,rypgyfzy7tfof,0.040072138843335825
46,r3u2996k5yer6b,-0.0008723332649420712
47,r16h0xt4qyiaf,0.4963961620280948
48,r15jbyjr38bp85,0.008207980417829663
49,rst8so06v4l4c,0.06536563356635527
50,R3MLL7RWQF0O81,0.6124899639132098
51,R3I217L0P5PRJ1,0.10542041878434327
52,R2WOALUE0F2T34,0.034029748586311026
53,RJ2ESUGLL44TE,-0.126019028153189
54,R12GS48GGS342D,0.07140648223344037
55,RF9AFROPBZDOB,0.17699380452435598
56,RB9WN05XBWHNS,-0.024286544769462903
57,R19MRGJZHVATQ3,0.07026073397386501
58,R3K4BR7TIXGEOX,0.17348658261113403
59,R32PSTXBHIC7L7,0.01976955522567403
60,R276A8JHY3995L,0.07561326846629424
61,RG069FYKF0U2U,0.10733119507660671
62,R2LHORKBRA09RO,0.012297965669354483
63,R28NXUO2TRX9ZW,-0.048692286026273734
64,R3R0UQWQOR8MDJ,0.08448094502993131
65,RAV784AEUO7SA,0.16231759107214794
66,R3E7AL77KGTT8B,-0.03553311474813592
67,R2MENJ5IB4AWC0,0.0972518031617069
68,RECHCGBYJEDJ1,-0.05450372941963044
69,r2oqzckdadxnzj,0.24640223059918265
70,r357c38jyv00lr,0.13246114378087404
71,r1coxfmkp3cqvq,0.013655444393966931
72,r2i8wqusennn8f,0.07614328072172949
73,r20jzpzmr9an6n,0.19357195967819152
74,r87wgboct0oor,0.09060967888799842
75,r3cshe23qx1sxu,0.19445743492548706
76,r3k1y25y8z6ka3,0.266487669665016
77,r37kdi84v7npzc,-0.3806204603186969
78,rkri11t9ih1ru,0.17133780405820165
79,r1pizzspzqlp9r,0.5719878728053347
80,rptrvp6jbq4jh,0.10689389481844769
81,rvy4cdfsnf6dh,0.2526630274755943
82,r34d4arcku1ybv,0.11210612736436909
83,r2r0wrm6wvxe5j,0.15779896277090932
84,r24bcfxobzju9b,0.06900678782194536
85,r29nmtevat0u46,0.23713491966746902
86,r1dqeqk4gh7xff,0.04317485066379456
87,rsblgx98wsfrn,0.1289842137214765
88,R17CIEP2M4146I,0.03717900324175405
89,R398TDP4U486LC,0.029643117750227432
90,R33ZWKQXUQQDZ,0.01232707397078281
91,R25DMG4XWJJ3DE,0.22312551084224008
92,R7LY1OIA4JT2L,0.12812825061385258
93,R25SDKA4FJHMYA,-0.02332709529664978
94,R1Z2PRKQW6QYYN,0.1420988316642111
95,R2NH9GDPZDEL9W,0.2165549446615782
96,R2O1PZX3XZ9ZOF,-0.030685810703444005
97,R2FCN5FV5F97WC,-0.020065837457797997
98,RRHADB6U5D4E1,0.13280102593093313
99,R139D5GYPAJDRZ,-0.04833294888069739
100,R3CVEQ5UE25IE9,0.13966349331800654
101,R2AGH5OVT2ACNO,0.05601558466863876
102,R1BGPCYL8W5VA1,0.22815432113367695
103,R3LVPU0EI7A8W1,0.21835215823428422
104,RTW8JH4X2T475,-0.06923594383110032
105,R3IISR5NZR7M5F,-0.07980202046007046
106,R3DF3KZPQAY5TF,-0.3902505432016934
107,R2M6JWR2M8J8O7,0.07368473586548197
108,R2MBPE42AL8HJB,0.1215177239222549
109,R2H5Z6KTXYVPDU,0.022590301582999572
110,RGW6HZB0F8EHG,0.05522335975611625
111,R1BUXLXR3JDCOO,0.10957516950895396
112,R1DWYYC1QWV7PJ,0.2822726450310795
113,RHT25183W91GO,0.14622577450227459
114,R14J1X32N8O6KU,0.03774032798284699
115,RNG6UA952IQMN,0.0024209640854677694
116,R3OZNWYPA6417Q,0.0705301508058378
117,R3A7R5SLIU4JCL,0.03505641762464462
118,R2L6QTVHUOEB5S,0.11858170061933127
119,R9QPNS02RQN7V,0.06836345900015361
120,RFPEDEJWHK71C,0.03774032798284699
121,R2DJNNJPFZQZ8X,0.06724343082869488
122,RKZ7E8MZ81Z1F,-0.11528460601703738
123,RAYT0H5MYNJIZ,-0.11419541952429357
124,R11XQNQQHXVLE0,-0.14790811087307576
125,R1TOPQ9LYVWLEQ,0.03991660740544267
126,R3L2XRVPW48ZH4,0.031025887710011357
127,R19YVWB63R7ISL,0.11746814667077121
128,R9ANTZOZ8KVRL,-0.13679638515026316
129,R3U8H2JZK01ORC,-0.001695507945163932
130,R2MAKK4LLO8EFU,0.052675697531076704
131,R2LP2MOF6R67VN,0.11748568533795556
132,R2P984ZAWSXNP8,0.14566336607829955
133,R3FD4HXLLMNKQV,0.15272191000123492
134,RTQ7NXXDVJ0O6,-0.14797601165850116
135,R2X97G2665BLF4,0.14102126995403896
136,R5BTBQ3YZJEIB,0.10647438267683995
137,RYRO12BSTMG87,0.05955014022466143
138,R129FJQB145221,-0.04694983537061104
139,R29OV6OSLX7VQC,0.08027605077812483
140,R2RA264AB5EG8E,0.0816987346461846
141,R1GLNZNZ6SQ0VM,0.16346419810819368
142,R1NELFZURZ2394,0.10730301438303425
143,R2JABZDGWK12F3,-0.0010813270666880648
144,R1GA1X199CI282,0.11358845697879039
145,RSWPIE4Y8G1RU,0.11178125965806762
146,R3KMVPIDCX0ZXS,-0.26950764368655333
147,R39C7KE82QARUX,0.3267499588583629
148,R14VW64XW155V1,0.14368530543678215
149,R1M5LEX1BH0RQ6,-0.08211342631576057
150,R731YMDMW9JXO,0.09058241088265273
151,R3UOUNVET516OW,-0.1372766632674698
152,R1OZUHZUXD0R2L,0.1942079324187702
153,R310NVVI9PIHTL,-0.20103785683824205
154,R3QMHQM8W47IO9,-0.08030728758693417
155,R1W2WL0SRIL2X,0.0781632673429189
156,R1Y4WSOPOPC89S,0.1361644799103785
157,R2AABN1GYF3UVA,0.11043479429401515
158,R2U82LEBDLN3LD,0.05581887212587411
159,R1OL3OO3SLN95F,0.3156724236125603
160,R33Y9T3Q6HSJQV,0.28987225979071596
161,R9LWXAGBRBRR5,-0.0018896399795984564
162,R1LYI1CNWLHU89,0.09454314864960356
163,R118VPCWPTKMPW,-0.07484573660238691
164,R3NNJ8XUV0LS4P,0.16962199862709637
165,RE2JG1DPUU5KK,-0.0869961278761262
166,R6CW9ASP7TNJN,0.14092231232086627
167,R3VY8OJ8YUBGPN,0.12394761617212158
168,R3B2L8GF0OIOA6,0.06919195811699952
169,R3VHFGDVLKE7MU,0.09127577577608736
170,R38709MVR69R9X,0.2649391652679709
171,RA6IHF64PY1Q1,0.30309479219715474
172,R3BGAN1DSTVVY8,0.09882701147159212
173,R24IH39FT0MHP7,0.03717900324175405
174,R2LPUSAAFDSDO0,0.05608946665104364
175,R3NVE5E5G5S9RU,0.11722665946821431
176,R28ZALN7YGAPQ3,-0.004755728819819005
177,R37X7CWZMZ27AD,0.060624621816434576
178,R3HTNROUIP3X3Q,-0.03453700962704076
179,R3KBTQ97ZQPBP1,-0.04758617657960729
180,R3ENZ68F5N4JD3,0.057604755891774495
181,R3RACFTREJ9Y8J,0.10927568265107324
182,R18F6J16PMY490,0.18147156283581234
183,R2CKYQ4ZGAM5R2,0.2074262524802255
184,R18JPP76OIVSYS,-0.01423748667311786
185,R3V5MRB4KSOM38,-0.059091532143232595
186,R229L0AZ6UWCWD,0.09839829428674607
187,R137V5NHV2NSB5,0.15968488224264865
188,R3K6L7QQUZMO29,0.4483139033971093
189,R3G21HB41QRFKP,0.16473743730019752
190,R1WJL5LJFDXMAG,0.07348177196078698
191,R1JMEC4M3M2GJE,-0.10184232550272077
192,R29LL4XZOWGY1J,0.0039924343932336015
193,R2UBXQ9828XH2E,0.031133818696723825
194,R2UJJ3N7WD5WFZ,0.08286634098738821
195,R1GNJG49AVFT87,0.016723288372769485
196,R1D0USCN9A7O5A,0.034136298435567536
197,r2yd6cmgits2ep,0.15416931624775954
198,r36e5thz0kwiev,-0.011246468399555454
199,r1exk88f3xithi,0.24673471070166997
200,r1it9e8kdcsv3k,0.10993118194393414
201,r1wmubjxj2cnxm,0.01251296044358563
202,r2v2bfciqzoq9b,0.056875331111164495
203,r2xx108iw5gnqa,0.2977536224309336
204,rkobjhypu9k6w,0.07157518409042396
205,r3ktrya1buh2cl,0.01990694668659687
206,r3him083l6w3d5,0.20465097960667666
207,r1j5s08l9qn69k,0.11524651120149176
208,r1h1xgzpll7x91,0.06900678782194536
209,r1zz80pbujk0tw,0.03279283664972388
210,r1edn9n4ffkgh5,0.06657213001338569
211,r3159zbwbi7w68,0.24840715986021022
212,rjywdqggiequ2,0.24749376580038973
